Invoice ID,Customer,Division,Department,Cost Center,Vendor,Invoice Date,Due Date,Amount,Tax,Currency,Payment Method,Payment Status,Days Late,Expense Category,Account Code,Ledger Type
INV-2024-13134,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,ARM Holdings,2024-01-11,2024-02-25,2164622.38,389632.03,INR,Bank Transfer (RTGS),Paid,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS)
INV-2024-13135,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,New Relic,2024-08-22,2024-09-21,83024.48,14944.41,INR,Direct Debit,Pending,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-13136,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,HDFC Bank,2023-02-19,2023-03-21,83367.2,15006.1,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2024-13137,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,Datadog,2024-09-22,2024-10-07,21384.07,3849.13,INR,Bank Transfer (NEFT),Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2024-13138,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,JetBrains,2024-04-08,2024-05-08,16197.65,2915.58,INR,Corporate UPI,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2023-13139,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,CBRE Group,2023-07-10,2023-08-09,125455.43,22581.98,INR,Corporate Credit Card,Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2023-13140,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Brijraj Cleanworks,2023-03-10,2023-04-09,68995.62,12419.21,INR,Bank Transfer (NEFT),Pending,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-13141,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,Datadog,2024-08-09,2024-09-08,71531.72,12875.71,INR,Direct Debit,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-13142,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,E2E Networks,2023-06-21,2023-07-21,2611868.03,470136.25,INR,Bank Transfer (RTGS),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2023-13143,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,PwC,2023-03-10,2023-03-25,47049.49,8468.91,INR,Corporate Credit Card,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2024-13144,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,HP Inc.,2024-04-18,2024-06-02,715719.18,128829.45,INR,Bank Transfer (RTGS),Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2023-13145,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Oberoi Group,2023-07-11,2023-08-10,121730.9,21911.56,INR,Direct Debit,Pending,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2023-13146,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Zoho People,2023-06-25,2023-08-09,29557.04,5320.27,INR,Corporate Credit Card,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-13147,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,AZB & Partners,2024-05-31,2024-06-15,39586.69,7125.6,INR,Corporate Credit Card,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2024-13148,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Dell Technologies,2024-04-25,2024-05-25,385687.56,69423.76,INR,Corporate Credit Card,Pending,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2024-13149,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,MakeMyTrip,2024-01-12,2024-02-26,74349.49,13382.91,INR,Direct Debit,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2023-13150,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,SAP SuccessFactors,2023-04-23,2023-05-23,57217.37,10299.13,INR,Bank Transfer (NEFT),Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-13151,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,GitHub,2024-01-22,2024-02-21,520.54,0,USD,Wire Transfer,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2024-13152,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Ansys,2024-06-25,2024-08-24,3219609.53,579529.72,INR,Bank Transfer (NEFT),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-13153,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Brijraj Cleanworks,2024-07-08,2024-09-06,18944.04,3409.93,INR,Corporate UPI,Pending,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-13154,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,GreytHR,2024-06-16,2024-07-31,76490.17,13768.23,INR,Bank Transfer (NEFT),Pending,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-13155,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,CII Conferences,2024-02-19,2024-04-04,83886.78,15099.62,INR,Direct Debit,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2024-13156,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Marriott,2024-05-30,2024-07-29,46612.69,8390.28,INR,Corporate Credit Card,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2023-13157,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Regus / IWG,2023-03-17,2023-05-01,714186.92,128553.65,INR,Bank Transfer (RTGS),Pending,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2024-13158,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Smartworks,2024-02-27,2024-04-27,385467.88,69384.22,INR,Direct Debit,Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2023-13159,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Google Ads,2023-07-23,2023-08-07,1090.69,0,USD,Wire Transfer,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2024-13160,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2024-04-05,2024-05-05,95687.45,17223.74,INR,Direct Debit,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2023-13161,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Awfis Space Solutions,2023-09-08,2023-10-08,425528.03,76595.05,INR,Corporate Credit Card,Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2023-13162,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,BrowserStack,2023-09-16,2023-11-15,50721.26,9129.83,INR,Bank Transfer (NEFT),Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2024-13163,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Keka HR,2024-01-16,2024-02-15,24837.42,4470.74,INR,Direct Debit,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2023-13164,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Wipro Engineering,2023-09-09,2023-10-09,1276037.35,229686.72,INR,Bank Transfer (RTGS),Pending,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS)
INV-2024-13165,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Meta for Business,2024-01-19,2024-02-03,168895.59,30401.21,INR,Direct Debit,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2024-13166,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,CII Conferences,2024-03-19,2024-04-03,76488.96,13768.01,INR,Direct Debit,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2024-13167,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Zoho People,2024-06-08,2024-08-07,6243.01,1123.74,INR,Corporate UPI,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2023-13168,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,DAC (Design Automation Conference),2023-12-27,2024-02-10,50386.25,9069.52,INR,Bank Transfer (NEFT),Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2023-13169,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Verizon,2023-01-12,2023-01-27,96645.98,17396.28,INR,Bank Transfer (NEFT),Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2023-13170,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Brijraj Cleanworks,2023-10-04,2023-10-19,27047.8,4868.6,INR,Corporate Credit Card,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-13171,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,GreytHR,2024-06-17,2024-08-01,99050.76,17829.14,INR,Direct Debit,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-13172,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Rohde & Schwarz,2024-09-19,2024-11-18,1475414.1,265574.54,INR,Bank Transfer (NEFT),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS)
INV-2024-13173,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,BambooHR,2024-01-12,2024-01-27,89228.04,16061.05,INR,Bank Transfer (NEFT),Pending,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-13174,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Citibank,2024-03-24,2024-05-23,19459.23,3502.66,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2024-13175,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,GreytHR,2024-07-15,2024-07-30,45437.27,8178.71,INR,Direct Debit,Overdue,20,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-13176,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Embedded World,2024-11-07,2025-01-06,77126.68,13882.8,INR,Bank Transfer (NEFT),Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2023-13177,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Siemens EDA (Mentor Graphics),2023-05-28,2023-06-27,2666841.16,480031.41,INR,Bank Transfer (RTGS),Pending,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-13178,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,HP Inc.,2024-09-23,2024-11-22,415426.17,74776.71,INR,Corporate Credit Card,Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2023-13179,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Deloitte,2023-02-15,2023-04-01,92271.64,16608.9,INR,Corporate Credit Card,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2024-13180,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Regus / IWG,2024-03-04,2024-04-03,680139.89,122425.18,INR,Bank Transfer (RTGS),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2024-13181,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,IESA Vision Summit,2024-07-14,2024-08-28,12482.54,2246.86,INR,Corporate Credit Card,Overdue,27,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2023-13182,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Atlassian (Jira/Confluence),2023-06-17,2023-07-02,67700.96,12186.17,INR,Direct Debit,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2023-13183,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,InCore Semiconductors,2023-03-09,2023-04-08,1747079.73,314474.35,INR,Bank Transfer (RTGS),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-13184,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Mindgrove Technologies,2024-05-20,2024-06-04,2164395.72,389591.23,INR,Bank Transfer (NEFT),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2023-13185,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Zoho People,2023-12-17,2024-01-31,48698.46,8765.72,INR,Direct Debit,Pending,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-13186,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Redington India,2024-10-08,2024-11-22,369480.39,66506.47,INR,Bank Transfer (NEFT),Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2024-13187,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Cyient,2024-06-16,2024-07-31,2456145.4,442106.17,INR,Bank Transfer (RTGS),Pending,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS)
INV-2023-13188,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,KPMG,2023-01-23,2023-03-24,42094.98,7577.1,INR,Direct Debit,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2023-13189,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Interactive Avenues,2023-11-04,2024-01-03,118014.07,21242.53,INR,Corporate Credit Card,Overdue,52,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2023-13190,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Reliance Jio Enterprise,2023-11-04,2023-12-19,70101.78,12618.32,INR,Corporate Credit Card,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2023-13191,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Bengaluru Tech Summit,2023-08-17,2023-09-16,17993.92,3238.91,INR,Corporate Credit Card,Pending,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2023-13192,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,HCL Infosystems,2023-06-06,2023-06-21,889038.75,160026.98,INR,Bank Transfer (NEFT),Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2024-13193,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,IESA Vision Summit,2024-02-14,2024-04-14,38890.47,7000.28,INR,Direct Debit,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2023-13194,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Atlassian (Jira/Confluence),2023-09-06,2023-10-06,50891.7,9160.51,INR,Bank Transfer (NEFT),Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2023-13195,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Citibank,2023-11-18,2023-12-03,61980.93,11156.57,INR,Direct Debit,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2024-13196,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,HSBC,2024-02-29,2024-04-29,93556.02,16840.08,INR,Direct Debit,Overdue,43,Bank & Financial Charges,AC-5014,Administrative & General
INV-2023-13197,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Singapore Airlines,2023-11-12,2023-12-12,178803.88,32184.7,INR,Direct Debit,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2024-13198,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,BrowserStack,2024-08-25,2024-09-24,72877.76,13118,INR,Corporate Credit Card,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2023-13199,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Tessolve,2023-09-07,2023-10-07,449678.41,80942.11,INR,Bank Transfer (NEFT),Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS)
INV-2024-13200,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,Saucelabs,2024-08-30,2024-10-29,51912.88,9344.32,INR,Corporate Credit Card,Pending,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-13201,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,Datadog,2023-03-26,2023-04-10,11232.22,2021.8,INR,Corporate UPI,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-13202,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,E2E Networks,2023-04-05,2023-05-05,261015.86,46982.85,INR,Direct Debit,Overdue,1,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2023-13203,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,SAP SuccessFactors,2023-02-03,2023-03-05,48726.33,8770.74,INR,Direct Debit,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-13204,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Tata Tele Business,2024-01-01,2024-01-16,18442.91,3319.72,INR,Corporate UPI,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2023-13205,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,IndiGo Airlines,2023-04-13,2023-04-28,71127.34,12802.92,INR,Corporate Credit Card,Overdue,11,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2023-13206,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Interactive Avenues,2023-01-01,2023-01-31,178570.34,32142.66,INR,Direct Debit,Pending,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2023-13207,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Tessolve Semiconductor,2023-04-21,2023-06-05,2836309.81,510535.77,INR,Bank Transfer (RTGS),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS)
INV-2023-13208,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Interactive Avenues,2023-10-19,2023-11-18,130871.71,23556.91,INR,Bank Transfer (NEFT),Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2023-13209,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Cisco Systems,2023-06-11,2023-06-26,799004.26,143820.77,INR,Bank Transfer (RTGS),Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2023-13210,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Yotta Data Services,2023-10-18,2023-11-02,2256398.82,406151.79,INR,Bank Transfer (NEFT),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2024-13211,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Intel Altera,2024-04-29,2024-06-28,882925.43,158926.58,INR,Bank Transfer (NEFT),Paid,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS)
INV-2024-13212,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Siemens EDA (Mentor Graphics),2024-10-31,2024-12-30,1634801,294264.18,INR,Bank Transfer (RTGS),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-13213,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Meta for Business,2024-11-13,2024-12-28,71579.79,12884.36,INR,Direct Debit,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2023-13214,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,SAP SuccessFactors,2023-06-08,2023-06-23,61902.21,11142.4,INR,Bank Transfer (NEFT),Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2023-13215,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,WeWork,2023-06-01,2023-06-16,465857.38,83854.33,INR,Corporate Credit Card,Overdue,17,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2023-13216,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Keysight Technologies,2023-10-17,2023-12-01,3203875.44,576697.58,INR,Bank Transfer (RTGS),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS)
INV-2024-13217,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Tessolve Semiconductor,2024-03-21,2024-05-20,3004596.85,540827.43,INR,Bank Transfer (NEFT),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS)
INV-2024-13218,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Stripe,2024-04-29,2024-05-14,30622.33,5512.02,INR,Direct Debit,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2023-13219,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,IEEE Expos,2023-12-20,2024-01-04,93451.86,16821.33,INR,Direct Debit,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2023-13220,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,BrowserStack,2023-07-11,2023-09-09,24251.92,4365.35,INR,Direct Debit,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-13221,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Embassy Office Parks,2023-11-28,2024-01-27,574662.16,103439.19,INR,Bank Transfer (NEFT),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2024-13222,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,GreytHR,2024-03-08,2024-04-22,37540.83,6757.35,INR,Bank Transfer (NEFT),Overdue,73,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2023-13223,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2023-01-08,2023-02-07,29495.96,5309.27,INR,Corporate Credit Card,Overdue,54,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2023-13224,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,MosChip,2023-12-09,2024-01-08,3183988.85,573117.99,INR,Bank Transfer (RTGS),Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS)
INV-2024-13225,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Verizon,2024-06-09,2024-08-08,33384.03,6009.13,INR,Bank Transfer (NEFT),Overdue,26,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2024-13226,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Intel Altera,2024-03-03,2024-03-18,2777027.31,499864.92,INR,Bank Transfer (NEFT),Pending,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS)
INV-2024-13227,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Postman,2024-09-21,2024-11-05,89098.96,16037.81,INR,Corporate Credit Card,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2024-13228,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,E2E Networks,2024-05-28,2024-06-27,3098625.45,557752.58,INR,Bank Transfer (NEFT),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2024-13229,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,LambdaTest,2024-11-05,2024-12-20,53967.69,9714.18,INR,Bank Transfer (NEFT),Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2024-13230,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Cashfree,2024-09-19,2024-10-19,21413.73,3854.47,INR,Bank Transfer (NEFT),Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2024-13231,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Dell Technologies,2024-04-10,2024-05-25,106908.79,19243.58,INR,Direct Debit,Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2023-13232,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Dell Technologies,2023-10-19,2023-12-03,323473.73,58225.27,INR,Bank Transfer (NEFT),Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2023-13233,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,LambdaTest,2023-03-06,2023-05-05,13158.38,2368.51,INR,Corporate UPI,Pending,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2024-13234,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,AdGlobal360,2024-09-15,2024-10-15,186114,33500.52,INR,Corporate Credit Card,Overdue,76,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2023-13235,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Taj Hotels,2023-09-29,2023-11-13,194655.11,35037.92,INR,Corporate Credit Card,Pending,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2024-13236,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Hilton,2024-11-15,2024-12-30,52450.44,9441.08,INR,Corporate Credit Card,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2023-13237,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,AZB & Partners,2023-08-23,2023-09-07,60979.13,10976.24,INR,Direct Debit,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2024-13238,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Capgemini Tech,2024-02-11,2024-02-26,2677772.11,481998.98,INR,Bank Transfer (RTGS),Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS)
INV-2024-13239,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Embedded World,2024-07-02,2024-08-31,66579.16,11984.25,INR,Bank Transfer (NEFT),Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2024-13240,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,InCore Semiconductors,2024-10-17,2024-12-01,1229755.9,221356.06,INR,Bank Transfer (RTGS),Pending,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-13241,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Awfis Space Solutions,2024-08-17,2024-09-16,194240.63,34963.31,INR,Bank Transfer (NEFT),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
